method_name,reference_id,query_id,num_beats_used,mean_error_s,mean_abs_error_s,median_abs_error_s,rmse_s,max_abs_error_s,p95_abs_error_s,within_10ms,within_20ms,within_50ms,within_100ms,within_200ms,within_500ms,distance_metric,step_pattern,local_cost_shape,total_cost,normalized_cost,piece,pair_id
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Yaroshinskiy-2005_pid9081-10,193,-1.0185162175167128,1.1618002869773123,1.003526147392293,1.4131829980396973,3.0489339931972808,2.564530595011338,0.015544041450777202,0.03626943005181347,0.046632124352331605,0.07253886010362694,0.12953367875647667,0.27979274611398963,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3381)",3306.7654764248086,1.341487008691606,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Yaroshinskiy-2005_pid9081-10
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,193,-0.009485850886468803,0.0652727353811993,0.040952240362813086,0.09683628664758132,0.35600849886621333,0.24105235283446785,0.16062176165803108,0.2849740932642487,0.5699481865284974,0.7979274611398963,0.9326424870466321,1.0,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3235)",1075.7245627841096,0.4198768785261942,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Poblocka-1999_pid9093-19,193,-0.005975456639996555,0.0632255394828057,0.03494338095238447,0.11825277595470922,1.090340206349211,0.20053510839002264,0.16580310880829016,0.29015544041450775,0.6321243523316062,0.8290155440414507,0.9430051813471503,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3732)",1214.3869653606255,0.4438548850002286,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Poblocka-1999_pid9093-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Rangell-2001_pid9094-19,193,0.015747701079740564,0.06030008281931052,0.03340150113378115,0.09590754881929425,0.5090930714285662,0.23182777959184475,0.16062176165803108,0.30569948186528495,0.6062176165803109,0.8497409326424871,0.927461139896373,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3908)",1278.825158316841,0.4554220649276499,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Rangell-2001_pid9094-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Rubinstein-1939_pid9049-19,193,-0.010883580651604585,0.0731216180019502,0.03965986394557852,0.13453933505722213,1.1542172970521278,0.25459869569160803,0.11917098445595854,0.30569948186528495,0.5958549222797928,0.7979274611398963,0.9067357512953368,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3516)",1265.3155747127623,0.4769376459527939,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Rubinstein-1939_pid9049-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Rubinstein-1952_pid9075-19,193,0.06102611535253054,0.11560668380858338,0.035668698412699484,0.30876177779687436,2.110499006802712,0.367337720634918,0.17616580310880828,0.3160621761658031,0.5854922279792746,0.7616580310880829,0.9067357512953368,0.9637305699481865,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3748)",1415.4460884195823,0.5163976973438826,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Rubinstein-1952_pid9075-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Rubinstein-1966_pid9059-19,193,0.013178126408421562,0.07066810409690594,0.045238095238090636,0.10866333044832624,0.6052152607709758,0.22165777369614817,0.15025906735751296,0.25906735751295334,0.5595854922279793,0.7875647668393783,0.917098445595855,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 4007)",1290.1704267378716,0.45428536152741955,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Rubinstein-1966_pid9059-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Shebanova-2002_pid9072-19,193,0.011554271439145319,0.07074884568749776,0.03947859863946235,0.13192094426977755,1.1395233106575944,0.2531154040816385,0.16062176165803108,0.29015544041450775,0.6062176165803109,0.8238341968911918,0.9222797927461139,0.9896373056994818,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3361)",1025.1039777890996,0.39141045352772036,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Shebanova-2002_pid9072-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Smith-1975_pid9054-19,193,0.0419828188349607,0.08139119346633296,0.060283376417235246,0.1197654197507458,0.6581189841269719,0.2699863945578157,0.11917098445595854,0.21761658031088082,0.46632124352331605,0.7512953367875648,0.8963730569948186,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 3004)",1388.1227505957668,0.5638191513386542,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Smith-1975_pid9054-19
offline_dtw,Chopin_Op030No2_Blet-2003_pid9103-10,Chopin_Op030No2_Sofronitsky-1960_pid5667291-15,193,0.012696937048394455,0.09505443764172375,0.04721137414965426,0.15813907413956968,0.6550788571428683,0.3511468843537381,0.11398963730569948,0.27461139896373055,0.5077720207253886,0.7202072538860104,0.8601036269430051,0.9689119170984456,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(4033, 2931)",1176.1143022803558,0.4818165924950249,Chopin_Op030No2,Chopin_Op030No2_Blet-2003_pid9103-10__Chopin_Op030No2_Sofronitsky-1960_pid5667291-15
